id,name,downhill_skiing,nordic_skiing,opening_date,opening_confirmed,closing_date,snowreports,date,updated,status_id,status_open,status_text,lifts_open,lifts_total,runs_open,runs_total,km_open,km_total,snowdepth_min,snowdepth_max,snow_quality,green_runs_open,green_runs_total,blue_runs_open,blue_runs_total,red_runs_open,red_runs_total,black_runs_open,black_runs_total,special_runs,avalanche_risk,avalanche_risk_text,comment,extended_elements,snowpark,special_runs_text,special_runs_open,special_runs_total,trineos,esqui_de_fondo
2379,Sierra de Béjar,1,0,21/01/2023,1,15/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 08:54:26', 'status_id': '6', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '4', 'runs_open': '-', 'runs_total': '19', 'km_open': '-', 'km_total': '17,66', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '5', 'blue_runs_open': '-', 'blue_runs_total': '6', 'red_runs_open': '-', 'red_runs_total': '8', 'black_runs_open': '-', 'black_runs_total': '-', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'comment': 'Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: sábado 21 de enero de 2023.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Trineos', 'element_status_id': '-1', 'element_status_text': 'Sin información', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 08:54:26,6,0,Cerrada,-,4,-,19,-,"17,66",-,-,-,-,5,-,6,-,8,-,-,0,-1,sin información,Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: sábado 21 de enero de 2023.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Trineos', 'element_status_id': '-1', 'element_status_text': 'Sin información', 'element_icon': 32}]}]",0,,,,1.0,0.0
27,Valdesquí,1,0,26/01/2023,1,14/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 08:54:26', 'status_id': '2', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '15', 'runs_open': '-', 'runs_total': '28', 'km_open': '-', 'km_total': '22,24', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '7', 'blue_runs_open': '-', 'blue_runs_total': '16', 'red_runs_open': '-', 'red_runs_total': '5', 'black_runs_open': '-', 'black_runs_total': '-', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}]}]}]",2023-01-20,2023-01-20 08:54:26,2,0,Cerrada,-,15,-,28,-,"22,24",-,-,-,-,7,-,16,-,5,-,-,0,-1,sin información,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}]}]",1,,,,0.0,0.0
4,Sierra Nevada,1,0,03/12/2022,1,16/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 12:40:14', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '13', 'lifts_total': '21', 'runs_open': '41', 'runs_total': '131', 'km_open': '31,7', 'km_total': '111,4', 'snowdepth_min': '20', 'snowdepth_max': '60', 'snow_quality': 'Polvo', 'green_runs_open': '14', 'green_runs_total': '19', 'blue_runs_open': '16', 'blue_runs_total': '45', 'red_runs_open': '9', 'red_runs_total': '53', 'black_runs_open': '1', 'black_runs_total': '7', 'special_runs': 1, 'special_runs_text': 'Parque Sulayr', 'special_runs_open': '1', 'special_runs_total': '7', 'avalanche_risk': '0', 'avalanche_risk_text': 'Sin Riesgo', 'comment': 'Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 12:40:14,1,1,Abierta,13,21,41,131,"31,7","111,4",20,60,Polvo,14,19,16,45,9,53,1,7,1,0,Sin Riesgo,Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]",1,Parque Sulayr,1,7,1.0,1.0
4601,Grandvalira,1,0,02/12/2022,1,16/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 13:40:59', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '52', 'lifts_total': '74', 'runs_open': '83', 'runs_total': '138', 'km_open': '122', 'km_total': '210', 'snowdepth_min': '25', 'snowdepth_max': '70', 'snow_quality': 'Polvo', 'green_runs_open': '23', 'green_runs_total': '24', 'blue_runs_open': '36', 'blue_runs_total': '54', 'red_runs_open': '18', 'red_runs_total': '42', 'black_runs_open': '6', 'black_runs_total': '18', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'comment': 'Apertura parcial debida a condiciones meteorológicas adversas. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30, 'element_num_open': '1', 'element_num_total': '3', 'element_num_text': 'parks'}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}, {'group_name': 'Sectores', 'group_items': [{'element_name': 'Pas de la Casa', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Grau Roig', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Peretol', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Soldeu', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'El Tarter', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Canillo', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Encamp', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'TC Funicamp', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '2'}]}]}]",2023-01-20,2023-01-20 13:40:59,1,1,Abierta,52,74,83,138,122,210,25,70,Polvo,23,24,36,54,18,42,6,18,0,4,Fuerte,Apertura parcial debida a condiciones meteorológicas adversas. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30, 'element_num_open': '1', 'element_num_total': '3', 'element_num_text': 'parks'}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}, {'group_name': 'Sectores', 'group_items': [{'element_name': 'Pas de la Casa', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Grau Roig', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Peretol', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Soldeu', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'El Tarter', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Canillo', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Encamp', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'TC Funicamp', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '2'}]}]",1,,,,1.0,0.0
38,Ordino Arcalís,1,0,01/12/2022,1,16/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 08:56:05', 'status_id': '4', 'status_open': '0', 'status_text': 'Cerrada Meteo', 'lifts_open': '-', 'lifts_total': '17', 'runs_open': '-', 'runs_total': '28', 'km_open': '-', 'km_total': '30,5', 'snowdepth_min': '70', 'snowdepth_max': '100', 'snow_quality': 'Polvo', 'green_runs_open': '-', 'green_runs_total': '9', 'blue_runs_open': '-', 'blue_runs_total': '7', 'red_runs_open': '-', 'red_runs_total': '10', 'black_runs_open': '-', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '3', 'avalanche_risk_text': 'Notable', 'comment': 'Estación cerrada hoy debido a condiciones meteorológicas adversas. Previsión de apertura en función de la evolución de las condiciones.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}]}, {'date': '2023-01-21', 'updated': '2023-01-21 09:45:44', 'status_id': '4', 'status_open': '0', 'status_text': 'Cerrada Meteo', 'lifts_open': '-', 'lifts_total': '17', 'runs_open': '-', 'runs_total': '28', 'km_open': '-', 'km_total': '30,5', 'snowdepth_min': '80', 'snowdepth_max': '110', 'snow_quality': 'Polvo', 'green_runs_open': '-', 'green_runs_total': '9', 'blue_runs_open': '-', 'blue_runs_total': '7', 'red_runs_open': '-', 'red_runs_total': '10', 'black_runs_open': '-', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '3', 'avalanche_risk_text': 'Notable', 'comment': 'Estación cerrada hoy debido a condiciones meteorológicas adversas. Previsión de apertura en función de la evolución de las condiciones.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 08:56:05,4,0,Cerrada Meteo,-,17,-,28,-,"30,5",70,100,Polvo,-,9,-,7,-,10,-,2,0,3,Notable,Estación cerrada hoy debido a condiciones meteorológicas adversas. Previsión de apertura en función de la evolución de las condiciones.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}]",1,,,,1.0,0.0
39,Pal Arinsal,1,0,02/12/2022,1,02/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '25', 'lifts_total': '32', 'runs_open': '33', 'runs_total': '45', 'km_open': '-', 'km_total': '63', 'snowdepth_min': '60', 'snowdepth_max': '80', 'snow_quality': 'Polvo', 'green_runs_open': '6', 'green_runs_total': '6', 'blue_runs_open': '14', 'blue_runs_total': '18', 'red_runs_open': '12', 'red_runs_total': '17', 'black_runs_open': '1', 'black_runs_total': '4', 'special_runs': 0, 'avalanche_risk': '3', 'avalanche_risk_text': 'Notable', 'comment': 'Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 67, 'element_num_open': '9', 'element_num_total': '9', 'element_num_text': 'itinerarios'}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33, 'element_num_open': '6', 'element_num_total': '6', 'element_num_text': 'itinerarios'}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}, {'group_name': 'Sectores', 'group_items': [{'element_name': 'Pal', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Arinsal', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Conexión Pal-Arinsal', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '1'}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,25,32,33,45,-,63,60,80,Polvo,6,6,14,18,12,17,1,4,0,3,Notable,Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 67, 'element_num_open': '9', 'element_num_total': '9', 'element_num_text': 'itinerarios'}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33, 'element_num_open': '6', 'element_num_total': '6', 'element_num_text': 'itinerarios'}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}, {'group_name': 'Sectores', 'group_items': [{'element_name': 'Pal', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Arinsal', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Conexión Pal-Arinsal', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '1'}]}]",1,,,,1.0,0.0
2824,Ski Canaro,1,0,03/12/2022,1,16/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 10:20:52', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '2', 'lifts_total': '2', 'runs_open': '2', 'runs_total': '2', 'km_open': '0,5', 'km_total': '0,5', 'snowdepth_min': '55', 'snowdepth_max': '60', 'snow_quality': '-', 'green_runs_open': '2', 'green_runs_total': '2', 'blue_runs_open': '-', 'blue_runs_total': '-', 'red_runs_open': '-', 'red_runs_total': '-', 'black_runs_open': '-', 'black_runs_total': '-', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 10:20:52,1,1,Abierta,2,2,2,2,"0,5","0,5",55,60,-,2,2,-,-,-,-,-,-,0,-1,sin información,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]",0,,,,1.0,0.0
1533,Artouste,1,0,27/01/2023,1,23/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 20:59:26', 'status_id': '6', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '11', 'runs_open': '-', 'runs_total': '20', 'km_open': '-', 'km_total': '25', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '2', 'blue_runs_open': '-', 'blue_runs_total': '12', 'red_runs_open': '-', 'red_runs_total': '5', 'black_runs_open': '-', 'black_runs_total': '1', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'comment': 'Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: Viernes 27 de Enero de 2023.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 20:59:26,6,0,Cerrada,-,11,-,20,-,25,-,-,-,-,2,-,12,-,5,-,1,0,-1,sin información,Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: Viernes 27 de Enero de 2023.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}]",1,,,,1.0,0.0
234,Gourette,1,0,17/12/2022,1,31/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '7', 'lifts_total': '12', 'runs_open': '15', 'runs_total': '37', 'km_open': '13', 'km_total': '39', 'snowdepth_min': '40', 'snowdepth_max': '170', 'snow_quality': 'Fresca', 'green_runs_open': '7', 'green_runs_total': '7', 'blue_runs_open': '6', 'blue_runs_total': '11', 'red_runs_open': '2', 'red_runs_total': '16', 'black_runs_open': '-', 'black_runs_total': '3', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '-1', 'element_status_text': 'Sin información', 'element_icon': 67}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,7,12,15,37,13,39,40,170,Fresca,7,7,6,11,2,16,-,3,0,4,Fuerte,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '-1', 'element_status_text': 'Sin información', 'element_icon': 67}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]",1,,,,1.0,0.0
2225,La Pierre Saint-Martin,1,0,03/12/2022,1,10/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '3', 'lifts_total': '11', 'runs_open': '12', 'runs_total': '27', 'km_open': '19', 'km_total': '27', 'snowdepth_min': '95', 'snowdepth_max': '165', 'snow_quality': 'Dura', 'green_runs_open': '6', 'green_runs_total': '6', 'blue_runs_open': '4', 'blue_runs_total': '12', 'red_runs_open': '1', 'red_runs_total': '7', 'black_runs_open': '1', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32, 'element_num_open': '2', 'element_num_total': '2', 'element_num_text': 'pistas'}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,3,11,12,27,19,27,95,165,Dura,6,6,4,12,1,7,1,2,0,4,Fuerte,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32, 'element_num_open': '2', 'element_num_total': '2', 'element_num_text': 'pistas'}]}]",1,,,,1.0,0.0
22004,Cauterets,1,0,03/12/2022,1,23/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '7', 'lifts_total': '15', 'runs_open': '13', 'runs_total': '23', 'km_open': '25', 'km_total': '40', 'snowdepth_min': '-', 'snowdepth_max': '120', 'snow_quality': 'Fresca', 'green_runs_open': '3', 'green_runs_total': '4', 'blue_runs_open': '7', 'blue_runs_total': '9', 'red_runs_open': '2', 'red_runs_total': '8', 'black_runs_open': '1', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'comment': 'Estación de Cauterets Cirque du Lys abierta. Cauterets Pont d´Espagne cerrada.'}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,7,15,13,23,25,40,-,120,Fresca,3,4,7,9,2,8,1,2,0,4,Fuerte,Estación de Cauterets Cirque du Lys abierta. Cauterets Pont d´Espagne cerrada.,,0,,,,0.0,0.0
1518,Cauterets Cirque du Lys,1,0,03/12/2022,1,23/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '7', 'lifts_total': '11', 'runs_open': '13', 'runs_total': '20', 'km_open': '25', 'km_total': '36', 'snowdepth_min': '-', 'snowdepth_max': '120', 'snow_quality': 'Fresca', 'green_runs_open': '3', 'green_runs_total': '3', 'blue_runs_open': '7', 'blue_runs_total': '8', 'red_runs_open': '2', 'red_runs_total': '7', 'black_runs_open': '1', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '3', 'avalanche_risk_text': 'Notable', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,7,11,13,20,25,36,-,120,Fresca,3,3,7,8,2,7,1,2,0,3,Notable,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]",1,,,,1.0,0.0
5567,Cauterets Pont d´Espagne,1,0,21/01/2023,1,05/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 09:03:53', 'status_id': '6', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '4', 'runs_open': '-', 'runs_total': '3', 'km_open': '-', 'km_total': '4', 'snowdepth_min': '-', 'snowdepth_max': '70', 'snow_quality': 'Fresca', 'green_runs_open': '-', 'green_runs_total': '1', 'blue_runs_open': '-', 'blue_runs_total': '1', 'red_runs_open': '-', 'red_runs_total': '1', 'black_runs_open': '-', 'black_runs_total': '-', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'comment': 'Fecha prevista de inicio de la temporada: sábado 21 de enero de 2023. Pistas de esquí alpino de iniciación abiertas durante los fines de semana y los periodos de vacaciones escolares francesas.', 'extended_elements': [{'group_name': 'Acceso', 'group_items': [{'element_name': 'TC Puntas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '2'}]}]}]",2023-01-20,2023-01-20 09:03:53,6,0,Cerrada,-,4,-,3,-,4,-,70,Fresca,-,1,-,1,-,1,-,-,0,4,Fuerte,Fecha prevista de inicio de la temporada: sábado 21 de enero de 2023. Pistas de esquí alpino de iniciación abiertas durante los fines de semana y los periodos de vacaciones escolares francesas.,"[{'group_name': 'Acceso', 'group_items': [{'element_name': 'TC Puntas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '2'}]}]",0,,,,0.0,0.0
1516,Gavarnie-Gèdre,1,0,21/01/2023,1,16/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 09:03:53', 'status_id': '6', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '7', 'runs_open': '-', 'runs_total': '25', 'km_open': '-', 'km_total': '32', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '5', 'blue_runs_open': '-', 'blue_runs_total': '10', 'red_runs_open': '-', 'red_runs_total': '6', 'black_runs_open': '-', 'black_runs_total': '4', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'comment': 'Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: Sábado 21 de Enero de 2023.'}]",2023-01-20,2023-01-20 09:03:53,6,0,Cerrada,-,7,-,25,-,32,-,-,-,-,5,-,10,-,6,-,4,0,-1,sin información,Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: Sábado 21 de Enero de 2023.,,0,,,,0.0,0.0
