id,name,downhill_skiing,nordic_skiing,opening_date,opening_confirmed,closing_date,snowreports,date,updated,status_id,status_open,status_text,lifts_open,lifts_total,runs_open,runs_total,km_open,km_total,snowdepth_min,snowdepth_max,snow_quality,green_runs_open,green_runs_total,blue_runs_open,blue_runs_total,red_runs_open,red_runs_total,black_runs_open,black_runs_total,special_runs,avalanche_risk,avalanche_risk_text,comment,extended_elements,snowpark,special_runs_text,special_runs_open,special_runs_total,trineos,esqui_de_fondo
1500,Goulier Neige,1,0,17/12/2022,1,11/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 09:08:42', 'status_id': '2', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '5', 'runs_open': '-', 'runs_total': '8', 'km_open': '-', 'km_total': '7', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '2', 'blue_runs_open': '-', 'blue_runs_total': '3', 'red_runs_open': '-', 'red_runs_total': '2', 'black_runs_open': '-', 'black_runs_total': '1', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información'}]",2023-01-20,2023-01-20 09:08:42,2,0,Cerrada,-,5,-,8,-,7,-,-,-,-,2,-,3,-,2,-,1,0,-1,sin información,,,0,,,,0.0,0.0
1499,Guzet,1,0,20/01/2023,1,15/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '5', 'lifts_total': '15', 'runs_open': '12', 'runs_total': '29', 'km_open': '-', 'km_total': '40', 'snowdepth_min': '50', 'snowdepth_max': '70', 'snow_quality': 'Fresca', 'green_runs_open': '6', 'green_runs_total': '7', 'blue_runs_open': '5', 'blue_runs_total': '9', 'red_runs_open': '1', 'red_runs_total': '9', 'black_runs_open': '-', 'black_runs_total': '4', 'special_runs': 0, 'avalanche_risk': '3', 'avalanche_risk_text': 'Notable', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,5,15,12,29,-,40,50,70,Fresca,6,7,5,9,1,9,-,4,0,3,Notable,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]",1,,,,1.0,1.0
1501,Les Monts d´Olmes,1,0,10/12/2022,1,17/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 10:15:52', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '6', 'lifts_total': '11', 'runs_open': '10', 'runs_total': '20', 'km_open': '-', 'km_total': '15', 'snowdepth_min': '65', 'snowdepth_max': '75', 'snow_quality': 'Fresca', 'green_runs_open': '6', 'green_runs_total': '7', 'blue_runs_open': '3', 'blue_runs_total': '3', 'red_runs_open': '1', 'red_runs_total': '8', 'black_runs_open': '-', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '-1', 'element_status_text': 'Sin información', 'element_icon': 30}]}]}]",2023-01-20,2023-01-20 10:15:52,1,1,Abierta,6,11,10,20,-,15,65,75,Fresca,6,7,3,3,1,8,-,2,0,-1,sin información,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '-1', 'element_status_text': 'Sin información', 'element_icon': 30}]}]",1,,,,0.0,0.0
1502,Mijanès-Donezan,1,0,20/01/2023,1,11/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:36:29', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '-', 'lifts_total': '6', 'runs_open': '14', 'runs_total': '15', 'km_open': '-', 'km_total': '12', 'snowdepth_min': '60', 'snowdepth_max': '90', 'snow_quality': 'Suave', 'green_runs_open': '4', 'green_runs_total': '4', 'blue_runs_open': '6', 'blue_runs_total': '6', 'red_runs_open': '3', 'red_runs_total': '3', 'black_runs_open': '1', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Esquí de fondo', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 29, 'element_num_open': '6', 'element_num_total': '6', 'element_num_text': 'circuitos', 'element_km_open': '15', 'element_km_total': '15'}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33, 'element_num_open': '2', 'element_num_total': '3', 'element_num_text': 'itinerarios'}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 11:36:29,1,1,Abierta,-,6,14,15,-,12,60,90,Suave,4,4,6,6,3,3,1,2,0,-1,sin información,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Esquí de fondo', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 29, 'element_num_open': '6', 'element_num_total': '6', 'element_num_text': 'circuitos', 'element_km_open': '15', 'element_km_total': '15'}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33, 'element_num_open': '2', 'element_num_total': '3', 'element_num_text': 'itinerarios'}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]",0,,,,1.0,1.0
3512,Camurac,1,0,25/01/2023,1,08/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 20:59:26', 'status_id': '6', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '5', 'runs_open': '-', 'runs_total': '11', 'km_open': '-', 'km_total': '15', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '2', 'blue_runs_open': '-', 'blue_runs_total': '5', 'red_runs_open': '-', 'red_runs_total': '2', 'black_runs_open': '-', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'comment': 'Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: Miércoles 25 de Enero de 2023.'}]",2023-01-20,2023-01-20 20:59:26,6,0,Cerrada,-,5,-,11,-,15,-,-,-,-,2,-,5,-,2,-,2,0,-1,sin información,Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: Miércoles 25 de Enero de 2023.,,0,,,,0.0,0.0
3977,Cambre d´Aze,1,0,02/12/2022,1,19/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:36:29', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '4', 'lifts_total': '16', 'runs_open': '5', 'runs_total': '24', 'km_open': '-', 'km_total': '22', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '4', 'green_runs_total': '8', 'blue_runs_open': '1', 'blue_runs_total': '5', 'red_runs_open': '-', 'red_runs_total': '8', 'black_runs_open': '-', 'black_runs_total': '3', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'extended_elements': [{'group_name': 'Sectores', 'group_items': [{'element_name': 'Eyne', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '57'}, {'element_name': 'Saint Pierre', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '57'}, {'element_name': 'Enlace Eyne-Saint Pierre', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '31'}]}]}]",2023-01-20,2023-01-20 11:36:29,1,1,Abierta,4,16,5,24,-,22,-,-,-,4,8,1,5,-,8,-,3,0,-1,sin información,,"[{'group_name': 'Sectores', 'group_items': [{'element_name': 'Eyne', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '57'}, {'element_name': 'Saint Pierre', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '57'}, {'element_name': 'Enlace Eyne-Saint Pierre', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '31'}]}]",0,,,,0.0,0.0
235,Font-Romeu Pyrénées 2000,1,0,02/12/2022,1,24/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:36:29', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '20', 'lifts_total': '24', 'runs_open': '35', 'runs_total': '42', 'km_open': '34', 'km_total': '43', 'snowdepth_min': '70', 'snowdepth_max': '70', 'snow_quality': 'Fresca', 'green_runs_open': '15', 'green_runs_total': '15', 'blue_runs_open': '9', 'blue_runs_total': '10', 'red_runs_open': '5', 'red_runs_total': '8', 'black_runs_open': '6', 'black_runs_total': '9', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32, 'element_num_open': '2', 'element_num_total': '2', 'element_num_text': 'pistas'}]}]}]",2023-01-20,2023-01-20 11:36:29,1,1,Abierta,20,24,35,42,34,43,70,70,Fresca,15,15,9,10,5,8,6,9,0,-1,sin información,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32, 'element_num_open': '2', 'element_num_total': '2', 'element_num_text': 'pistas'}]}]",1,,,,1.0,0.0
1527,Formiguères,1,0,08/12/2022,1,09/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:36:29', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '3', 'lifts_total': '7', 'runs_open': '8', 'runs_total': '21', 'km_open': '-', 'km_total': '25', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '4', 'green_runs_total': '4', 'blue_runs_open': '4', 'blue_runs_total': '6', 'red_runs_open': '-', 'red_runs_total': '9', 'black_runs_open': '-', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información'}]",2023-01-20,2023-01-20 11:36:29,1,1,Abierta,3,7,8,21,-,25,-,-,-,4,4,4,6,-,9,-,2,0,-1,sin información,,,0,,,,0.0,0.0
1529,La Quillane,1,0,03/12/2022,1,12/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 09:08:42', 'status_id': '2', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '4', 'runs_open': '-', 'runs_total': '5', 'km_open': '-', 'km_total': '2,5', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '4', 'blue_runs_open': '-', 'blue_runs_total': '1', 'red_runs_open': '-', 'red_runs_total': '-', 'black_runs_open': '-', 'black_runs_total': '-', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'comment': 'Previsión: estación cerrada hoy. Abierta todos los días durante las vacaciones escolares francesas. Fuera del periodo de vacaciones escolares, estación cerrada de lunes a viernes, abierta los fines de semana.'}]",2023-01-20,2023-01-20 09:08:42,2,0,Cerrada,-,4,-,5,-,"2,5",-,-,-,-,4,-,1,-,-,-,-,0,-1,sin información,"Previsión: estación cerrada hoy. Abierta todos los días durante las vacaciones escolares francesas. Fuera del periodo de vacaciones escolares, estación cerrada de lunes a viernes, abierta los fines de semana.",,0,,,,0.0,0.0
237,Les Angles,1,0,03/12/2022,1,26/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:36:29', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '6', 'lifts_total': '23', 'runs_open': '7', 'runs_total': '45', 'km_open': '-', 'km_total': '55', 'snowdepth_min': '70', 'snowdepth_max': '100', 'snow_quality': 'Fresca', 'green_runs_open': '4', 'green_runs_total': '14', 'blue_runs_open': '3', 'blue_runs_total': '9', 'red_runs_open': '-', 'red_runs_total': '14', 'black_runs_open': '-', 'black_runs_total': '8', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'comment': 'Apertura parcial debida a condiciones meteorológicas adversas. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}, {'group_name': 'Vías Blancas', 'group_items': [{'element_name': 'Balcere', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '57'}, {'element_name': 'Sources de l´Aude', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '57'}]}]}, {'date': '2023-01-21', 'updated': '2023-01-21 09:30:16', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '15', 'lifts_total': '23', 'runs_open': '22', 'runs_total': '45', 'km_open': '-', 'km_total': '55', 'snowdepth_min': '70', 'snowdepth_max': '100', 'snow_quality': 'Fresca', 'green_runs_open': '11', 'green_runs_total': '14', 'blue_runs_open': '6', 'blue_runs_total': '9', 'red_runs_open': '4', 'red_runs_total': '14', 'black_runs_open': '1', 'black_runs_total': '8', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'comment': 'Apertura parcial debida a condiciones meteorológicas adversas. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}, {'group_name': 'Vías Blancas', 'group_items': [{'element_name': 'Balcere', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '57'}, {'element_name': 'Sources de l´Aude', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '57'}]}]}]",2023-01-20,2023-01-20 11:36:29,1,1,Abierta,6,23,7,45,-,55,70,100,Fresca,4,14,3,9,-,14,-,8,0,4,Fuerte,Apertura parcial debida a condiciones meteorológicas adversas. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}, {'group_name': 'Vías Blancas', 'group_items': [{'element_name': 'Balcere', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '57'}, {'element_name': 'Sources de l´Aude', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '57'}]}]",1,,,,1.0,1.0
1530,Porté-Puymorens,1,0,03/12/2022,1,26/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:36:29', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '3', 'lifts_total': '10', 'runs_open': '5', 'runs_total': '33', 'km_open': '-', 'km_total': '50', 'snowdepth_min': '-', 'snowdepth_max': '120', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '12', 'blue_runs_open': '-', 'blue_runs_total': '6', 'red_runs_open': '-', 'red_runs_total': '7', 'black_runs_open': '-', 'black_runs_total': '8', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'comment': 'Apertura parcial debida a condiciones meteorológicas adversas. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones.'}]",2023-01-20,2023-01-20 11:36:29,1,1,Abierta,3,10,5,33,-,50,-,120,-,-,12,-,6,-,7,-,8,0,-1,sin información,Apertura parcial debida a condiciones meteorológicas adversas. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones.,,0,,,,0.0,0.0
1332,Serra da Estrela,1,0,05/01/2023,1,23/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 10:21:19', 'status_id': '4', 'status_open': '0', 'status_text': 'Cerrada Meteo', 'lifts_open': '-', 'lifts_total': '4', 'runs_open': '-', 'runs_total': '19', 'km_open': '-', 'km_total': '12', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '3', 'blue_runs_open': '-', 'blue_runs_total': '4', 'red_runs_open': '-', 'red_runs_total': '11', 'black_runs_open': '-', 'black_runs_total': '1', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'comment': 'Estación cerrada hoy debido a condiciones meteorológicas adversas. Previsión de apertura en función de la evolución de las condiciones.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}]}]}]",2023-01-20,2023-01-20 10:21:19,4,0,Cerrada Meteo,-,4,-,19,-,12,-,-,-,-,3,-,4,-,11,-,1,0,-1,sin información,Estación cerrada hoy debido a condiciones meteorológicas adversas. Previsión de apertura en función de la evolución de las condiciones.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}]}]",1,,,,0.0,0.0
